process,workcenter,cap,intervalTime,numRate,product
1,3,26,39,1,116
2,3,22,18,1,116
3,4,38,4,1,116
4,6,36,40,1,116
5,8,56,41,1,116
6,10,22,41,1,116
7,5,25,38,1,116
8,7,47,5,1,116
9,8,59,0,1,116
10,9,44,19,1,116
11,10,53,33,1,116
12,2,57,47,1,116
13,5,14,8,1,116
14,6,14,18,1,116
15,8,46,9,1,116
16,5,45,51,1,116
17,4,14,24,1,116
1,3,35,17,1,117
2,5,25,52,1,117
3,9,60,41,1,117
4,2,31,30,1,117
5,5,47,12,1,117
6,7,34,53,1,117
7,9,47,30,1,117
8,7,23,32,1,117
9,5,24,28,1,117
1,3,37,39,1,118
2,3,20,7,1,118
3,5,34,58,1,118
4,7,56,43,1,118
5,9,36,16,1,118
6,7,40,11,1,118
7,4,40,15,1,118
8,5,58,53,1,118
1,3,55,23,1,119
2,2,54,5,1,119
3,3,60,21,1,119
4,4,37,18,1,119
5,5,51,41,1,119
6,7,23,53,1,119
7,9,13,37,1,119
8,5,21,39,1,119
9,5,53,36,1,119
1,3,39,23,1,120
2,3,41,59,1,120
3,4,23,10,1,120
4,2,34,52,1,120
5,5,30,1,1,120
6,7,17,28,1,120
7,9,18,8,1,120
8,5,53,57,1,120
9,2,59,36,1,120
10,5,13,37,1,120
11,4,35,13,1,120
12,5,21,2,1,120
1,3,41,0,1,121
2,3,58,17,1,121
3,4,60,41,1,121
4,5,41,50,1,121
5,7,52,30,1,121
6,9,47,53,1,121
7,5,15,26,1,121
8,5,20,3,1,121
9,10,21,41,1,121
10,4,39,58,1,121
11,5,13,23,1,121
12,5,53,51,1,121
1,3,51,46,1,122
2,2,43,14,1,122
3,3,36,23,1,122
4,4,46,17,1,122
5,5,21,29,1,122
6,7,37,9,1,122
7,9,60,49,1,122
8,5,15,0,1,122
9,2,43,39,1,122
10,4,26,57,1,122
11,5,38,56,1,122
12,5,36,53,1,122
1,3,45,41,1,123
2,3,52,8,1,123
3,5,60,27,1,123
4,7,16,24,1,123
5,9,47,14,1,123
6,1,33,40,1,123
7,5,50,17,1,123
8,5,38,55,1,123
9,8,57,14,1,123
1,3,59,16,1,124
2,3,32,33,1,124
3,4,30,40,1,124
4,8,23,33,1,124
5,2,26,44,1,124
6,5,31,48,1,124
7,7,50,31,1,124
8,9,27,10,1,124
9,1,49,39,1,124
10,5,55,1,1,124
11,2,35,10,1,124
12,5,60,6,1,124
13,5,24,59,1,124
1,3,34,56,1,125
2,3,33,8,1,125
3,2,51,32,1,125
4,5,43,51,1,125
5,7,29,27,1,125
6,9,44,1,1,125
7,4,52,47,1,125
8,5,46,57,1,125
1,3,53,39,1,126
2,2,50,31,1,126
3,3,60,25,1,126
4,4,51,4,1,126
5,8,26,28,1,126
6,5,56,43,1,126
7,6,32,6,1,126
8,7,51,22,1,126
9,9,24,3,1,126
10,10,46,58,1,126
11,10,44,2,1,126
12,5,17,53,1,126
1,3,58,29,1,127
2,3,33,15,1,127
3,4,42,50,1,127
4,5,59,49,1,127
5,7,57,33,1,127
6,9,51,30,1,127
7,5,58,19,1,127
8,5,23,47,1,127
9,5,34,41,1,127
1,3,41,4,1,128
2,3,18,16,1,128
3,4,16,20,1,128
4,8,20,54,1,128
5,5,44,12,1,128
6,7,39,26,1,128
7,9,26,53,1,128
8,1,47,16,1,128
9,5,40,45,1,128
10,10,20,9,1,128
11,2,21,33,1,128
12,5,54,60,1,128
13,4,30,58,1,128
14,5,40,19,1,128
1,3,41,49,1,129
2,3,37,18,1,129
3,4,21,22,1,129
4,8,57,55,1,129
5,5,28,20,1,129
6,7,59,42,1,129
7,9,45,34,1,129
8,5,44,38,1,129
9,10,49,15,1,129
10,2,36,24,1,129
11,5,43,23,1,129
12,4,59,1,1,129
13,5,37,8,1,129
1,3,40,18,1,130
2,3,17,31,1,130
3,4,16,25,1,130
4,5,29,49,1,130
5,7,42,48,1,130
6,9,60,39,1,130
7,5,50,22,1,130
8,4,55,57,1,130
9,5,39,9,1,130
1,3,46,52,1,131
2,3,29,59,1,131
3,4,42,20,1,131
4,8,18,6,1,131
5,5,42,55,1,131
6,7,46,14,1,131
7,9,41,22,1,131
8,5,25,52,1,131
9,10,55,50,1,131
10,2,28,8,1,131
11,5,20,50,1,131
12,5,38,10,1,131
13,10,32,24,1,131
1,3,33,23,1,132
2,3,45,35,1,132
3,4,46,15,1,132
4,8,38,60,1,132
5,2,16,54,1,132
6,5,22,37,1,132
7,7,47,23,1,132
8,9,60,32,1,132
9,5,52,22,1,132
10,10,34,24,1,132
11,2,55,8,1,132
12,5,47,24,1,132
13,6,52,57,1,132
14,5,48,12,1,132
15,5,39,50,1,132
1,3,51,35,1,133
2,9,20,42,1,133
3,5,32,50,1,133
4,5,57,29,1,133
5,9,42,60,1,133
6,8,49,48,1,133
7,9,46,53,1,133
1,3,35,13,1,134
2,3,30,35,1,134
3,4,50,36,1,134
4,5,53,38,1,134
5,7,34,37,1,134
6,9,13,47,1,134
7,5,27,46,1,134
8,10,40,33,1,134
9,4,45,13,1,134
10,5,20,44,1,134
1,3,52,39,1,135
2,3,25,16,1,135
3,8,44,55,1,135
4,5,24,57,1,135
5,7,32,58,1,135
6,9,22,45,1,135
7,8,13,6,1,135
1,3,31,3,1,136
2,9,45,11,1,136
3,5,57,19,1,136
4,5,32,18,1,136
5,9,38,1,1,136
6,8,21,10,1,136
7,9,18,54,1,136
1,3,59,3,1,137
2,9,14,29,1,137
3,5,15,14,1,137
4,9,36,34,1,137
5,1,21,36,1,137
6,4,33,43,1,137
1,3,47,0,1,138
2,9,35,15,1,138
3,5,43,39,1,138
4,5,47,22,1,138
5,9,51,22,1,138
6,8,37,1,1,138
7,9,41,57,1,138
1,3,36,21,1,139
2,3,34,16,1,139
3,4,41,40,1,139
4,9,50,32,1,139
5,2,40,6,1,139
6,5,31,20,1,139
7,7,35,8,1,139
8,9,15,55,1,139
9,2,18,49,1,139
10,5,30,51,1,139
11,6,45,42,1,139
12,3,15,1,1,139
13,5,43,6,1,139
1,3,18,43,1,140
2,3,51,31,1,140
3,4,28,26,1,140
4,8,49,4,1,140
5,2,32,51,1,140
6,5,27,55,1,140
7,7,53,18,1,140
8,8,53,55,1,140
9,9,48,16,1,140
10,10,16,56,1,140
11,2,28,22,1,140
12,5,23,38,1,140
13,5,58,45,1,140
1,3,32,40,1,141
2,9,32,19,1,141
3,5,31,52,1,141
4,5,34,17,1,141
5,9,16,17,1,141
6,8,14,56,1,141
7,10,32,54,1,141
1,3,32,14,1,142
2,9,49,25,1,142
3,5,17,45,1,142
4,5,46,33,1,142
5,7,49,32,1,142
6,9,49,20,1,142
7,3,41,53,1,142
8,9,40,28,1,142
1,3,35,43,1,143
2,3,45,55,1,143
3,8,16,22,1,143
4,5,49,51,1,143
5,9,58,35,1,143
6,5,55,34,1,143
7,10,59,30,1,143
8,2,44,38,1,143
9,5,47,21,1,143
1,3,52,60,1,144
2,3,17,14,1,144
3,2,18,58,1,144
4,5,24,19,1,144
5,7,16,14,1,144
6,9,18,21,1,144
7,10,36,47,1,144
8,5,26,17,1,144
9,5,36,24,1,144
1,3,36,16,1,145
2,3,50,8,1,145
3,2,54,1,1,145
4,5,43,13,1,145
5,7,37,39,1,145
6,9,57,53,1,145
7,10,32,40,1,145
8,10,43,40,1,145
9,8,30,8,1,145
10,5,27,30,1,145
1,3,59,9,1,146
2,3,48,15,1,146
3,5,25,47,1,146
4,7,40,52,1,146
5,9,29,19,1,146
6,8,33,15,1,146
7,4,43,49,1,146
8,5,38,31,1,146
1,3,34,57,1,147
2,3,54,29,1,147
3,4,18,0,1,147
4,5,21,20,1,147
5,7,57,45,1,147
6,9,21,39,1,147
7,4,52,43,1,147
8,5,50,12,1,147
9,5,29,13,1,147
1,3,14,54,1,148
2,3,60,59,1,148
3,4,32,44,1,148
4,8,49,25,1,148
5,5,59,29,1,148
6,7,51,11,1,148
7,8,57,37,1,148
8,9,28,54,1,148
9,10,50,5,1,148
10,2,54,17,1,148
11,5,46,58,1,148
12,5,32,14,1,148
1,3,21,50,1,149
2,3,53,28,1,149
3,8,35,49,1,149
4,5,35,7,1,149
5,7,37,13,1,149
6,9,30,42,1,149
7,8,44,36,1,149
8,10,49,20,1,149
9,5,22,20,1,149
10,5,17,32,1,149
1,3,37,48,1,150
2,3,22,59,1,150
3,2,54,0,1,150
4,5,56,11,1,150
5,7,37,11,1,150
6,9,34,0,1,150
7,8,32,3,1,150
8,5,46,47,1,150
9,5,60,16,1,150
1,3,40,4,1,151
2,9,39,52,1,151
3,5,60,37,1,151
4,5,34,37,1,151
5,9,43,51,1,151
6,8,44,44,1,151
7,9,54,33,1,151
1,3,40,24,1,152
2,9,21,28,1,152
3,5,47,35,1,152
4,2,59,22,1,152
5,5,33,4,1,152
6,9,42,0,1,152
7,8,19,40,1,152
8,9,38,22,1,152
1,3,57,21,1,153
2,9,42,15,1,153
3,5,45,38,1,153
4,5,33,2,1,153
5,9,43,31,1,153
6,8,18,19,1,153
7,9,58,26,1,153
1,3,58,6,1,154
2,3,15,22,1,154
3,4,49,60,1,154
4,8,24,54,1,154
5,5,57,49,1,154
6,7,45,11,1,154
7,9,46,59,1,154
8,5,28,48,1,154
9,10,55,43,1,154
10,2,19,22,1,154
11,5,38,11,1,154
12,4,26,39,1,154
13,5,53,25,1,154
1,3,56,16,1,155
2,3,55,37,1,155
3,4,30,10,1,155
4,8,29,38,1,155
5,5,33,39,1,155
6,7,46,32,1,155
7,9,49,49,1,155
8,5,31,38,1,155
9,10,23,55,1,155
10,2,27,2,1,155
11,5,52,6,1,155
12,9,53,22,1,155
13,5,35,37,1,155
1,3,49,24,1,156
2,9,31,32,1,156
3,5,14,20,1,156
4,5,25,57,1,156
5,9,28,7,1,156
6,8,35,0,1,156
7,9,43,26,1,156
1,3,59,34,1,157
2,3,35,19,1,157
3,5,59,3,1,157
4,7,32,42,1,157
5,9,57,9,1,157
6,5,23,49,1,157
7,10,46,56,1,157
8,5,60,21,1,157
1,3,29,6,1,158
2,3,18,35,1,158
3,4,22,8,1,158
4,4,45,51,1,158
5,5,32,46,1,158
6,7,47,36,1,158
7,9,46,0,1,158
8,5,30,35,1,158
9,5,55,10,1,158
10,5,18,39,1,158
1,3,48,17,1,159
2,3,53,19,1,159
3,4,49,54,1,159
4,5,14,31,1,159
5,7,56,58,1,159
6,9,43,51,1,159
7,4,26,5,1,159
8,5,22,26,1,159
1,3,57,21,1,160
2,3,15,9,1,160
3,8,28,6,1,160
4,5,43,15,1,160
5,7,43,6,1,160
6,9,50,42,1,160
7,10,13,40,1,160
8,8,24,14,1,160
9,5,14,2,1,160
10,5,15,52,1,160
1,3,56,47,1,161
2,9,26,33,1,161
3,5,31,17,1,161
4,5,58,16,1,161
5,9,18,35,1,161
6,3,25,23,1,161
7,8,57,19,1,161
8,9,13,29,1,161
1,3,21,0,1,162
2,3,18,49,1,162
3,4,17,4,1,162
4,6,42,47,1,162
5,8,59,54,1,162
6,2,33,44,1,162
7,5,35,49,1,162
8,7,14,43,1,162
9,9,40,49,1,162
10,10,15,8,1,162
11,1,34,53,1,162
12,10,51,11,1,162
13,5,47,33,1,162
14,8,16,39,1,162
15,5,49,30,1,162
16,4,24,43,1,162
17,5,51,42,1,162
18,8,32,43,1,162
1,3,57,14,1,163
2,3,37,47,1,163
3,4,56,36,1,163
4,8,55,10,1,163
5,5,15,0,1,163
6,7,21,28,1,163
7,9,18,17,1,163
8,4,34,31,1,163
9,5,16,24,1,163
10,10,34,36,1,163
1,3,24,21,1,164
2,3,34,48,1,164
3,5,54,6,1,164
4,7,39,24,1,164
5,9,24,38,1,164
6,6,20,20,1,164
7,5,41,16,1,164
8,6,23,7,1,164
9,5,60,12,1,164
1,3,59,14,1,165
2,3,45,59,1,165
3,2,49,45,1,165
4,5,27,47,1,165
5,7,21,47,1,165
6,9,25,33,1,165
7,5,39,42,1,165
8,4,45,51,1,165
9,5,33,11,1,165
1,3,43,35,1,166
2,3,20,9,1,166
3,4,39,35,1,166
4,8,21,8,1,166
5,10,26,48,1,166
6,2,18,34,1,166
7,5,47,24,1,166
8,7,21,23,1,166
9,9,26,28,1,166
10,5,40,19,1,166
11,7,15,51,1,166
12,10,57,6,1,166
13,2,13,50,1,166
14,5,59,25,1,166
15,6,50,4,1,166
16,5,21,41,1,166
17,4,18,11,1,166
18,5,57,36,1,166
19,10,32,49,1,166
1,3,23,29,1,167
2,9,28,37,1,167
3,5,25,57,1,167
4,9,50,29,1,167
5,1,21,52,1,167
1,3,24,45,1,168
2,9,37,49,1,168
3,5,18,8,1,168
4,5,41,27,1,168
5,9,55,1,1,168
6,3,37,18,1,168
7,8,53,8,1,168
8,9,14,6,1,168
1,3,48,30,1,169
2,3,18,49,1,169
3,4,56,29,1,169
4,6,36,13,1,169
5,8,20,60,1,169
6,10,60,44,1,169
7,2,43,16,1,169
8,5,23,46,1,169
9,7,31,1,1,169
10,8,24,2,1,169
11,9,14,0,1,169
12,7,44,54,1,169
13,10,20,42,1,169
14,2,54,0,1,169
15,5,19,25,1,169
16,6,35,3,1,169
17,5,34,11,1,169
18,4,13,57,1,169
19,5,18,47,1,169
20,10,20,27,1,169
1,3,43,29,1,170
2,3,42,49,1,170
3,4,41,26,1,170
4,8,23,17,1,170
5,2,52,30,1,170
6,5,32,13,1,170
7,7,25,30,1,170
8,9,59,16,1,170
9,1,22,41,1,170
10,5,14,20,1,170
11,10,33,38,1,170
12,2,41,38,1,170
13,5,31,12,1,170
14,9,45,42,1,170
15,4,43,17,1,170
16,10,24,56,1,170
1,3,54,58,1,171
2,3,59,41,1,171
3,4,39,29,1,171
4,5,51,5,1,171
5,7,41,57,1,171
6,9,37,4,1,171
7,2,43,14,1,171
8,4,55,32,1,171
9,5,24,52,1,171
1,3,17,38,1,172
2,3,24,25,1,172
3,4,28,60,1,172
4,8,19,35,1,172
5,5,25,28,1,172
6,7,55,58,1,172
7,8,42,60,1,172
8,9,33,33,1,172
9,10,24,32,1,172
10,2,60,31,1,172
11,5,48,29,1,172
12,4,57,39,1,172
13,5,28,7,1,172
1,3,41,58,1,173
2,3,39,1,1,173
3,4,28,48,1,173
4,6,33,10,1,173
5,8,18,23,1,173
6,2,30,34,1,173
7,5,27,44,1,173
8,7,59,5,1,173
9,8,58,41,1,173
10,9,49,10,1,173
11,10,18,39,1,173
12,2,35,49,1,173
13,8,37,9,1,173
14,5,22,20,1,173
15,9,33,39,1,173
1,3,37,19,1,174
2,2,58,8,1,174
3,3,22,40,1,174
4,4,27,25,1,174
5,8,38,41,1,174
6,2,43,57,1,174
7,5,45,35,1,174
8,7,60,35,1,174
9,9,38,60,1,174
10,1,41,54,1,174
11,5,59,60,1,174
12,5,39,39,1,174
13,5,14,19,1,174
1,2,36,51,1,175
2,3,13,44,1,175
3,9,52,52,1,175
4,5,25,3,1,175
5,10,49,47,1,175
6,5,55,37,1,175
7,2,27,16,1,175
1,3,28,22,1,176
2,9,25,17,1,176
3,5,17,47,1,176
4,5,44,35,1,176
5,9,59,6,1,176
6,8,43,34,1,176
7,9,35,51,1,176
1,3,20,13,1,177
2,3,56,37,1,177
3,4,32,36,1,177
4,2,15,6,1,177
5,5,36,7,1,177
6,7,59,46,1,177
7,9,49,42,1,177
8,5,27,0,1,177
9,5,47,26,1,177
10,5,51,40,1,177
1,3,21,10,1,178
2,3,16,41,1,178
3,4,32,21,1,178
4,8,47,30,1,178
5,2,19,12,1,178
6,5,19,57,1,178
7,7,23,38,1,178
8,8,34,51,1,178
9,9,59,59,1,178
10,10,14,34,1,178
11,2,49,11,1,178
12,5,53,18,1,178
13,5,18,38,1,178
1,3,47,50,1,179
2,9,50,32,1,179
3,5,39,33,1,179
4,5,49,55,1,179
5,9,29,11,1,179
6,8,48,30,1,179
7,9,38,45,1,179
1,3,45,52,1,180
2,3,42,12,1,180
3,4,56,4,1,180
4,5,42,9,1,180
5,7,15,5,1,180
6,9,49,37,1,180
7,5,41,57,1,180
8,4,30,52,1,180
9,5,47,21,1,180
10,10,35,53,1,180
1,3,46,45,1,181
2,9,27,47,1,181
3,5,46,52,1,181
4,5,48,22,1,181
5,9,39,25,1,181
6,8,22,37,1,181
7,9,29,24,1,181
1,3,28,8,1,182
2,2,13,38,1,182
3,3,26,55,1,182
4,7,32,46,1,182
5,5,22,0,1,182
6,7,46,30,1,182
7,9,36,29,1,182
8,5,31,33,1,182
9,10,43,11,1,182
10,5,45,34,1,182
11,10,32,44,1,182
12,4,41,20,1,182
13,5,24,43,1,182
1,3,59,9,1,183
2,3,45,7,1,183
3,5,29,21,1,183
4,7,43,30,1,183
5,9,20,5,1,183
6,1,14,31,1,183
7,5,21,25,1,183
8,5,31,49,1,183
1,3,23,33,1,184
2,3,47,51,1,184
3,4,46,22,1,184
4,6,42,49,1,184
5,8,30,24,1,184
6,10,33,59,1,184
7,2,36,9,1,184
8,5,20,31,1,184
9,7,47,58,1,184
10,9,33,28,1,184
11,5,40,23,1,184
12,6,59,28,1,184
13,10,13,2,1,184
14,2,53,3,1,184
15,5,44,59,1,184
16,4,33,18,1,184
17,10,38,8,1,184
1,3,60,60,1,185
2,3,21,17,1,185
3,2,44,10,1,185
4,5,53,18,1,185
5,7,16,5,1,185
6,9,49,13,1,185
7,1,45,23,1,185
8,10,19,53,1,185
9,5,20,45,1,185
10,5,33,43,1,185
1,3,39,26,1,186
2,3,35,12,1,186
3,4,25,46,1,186
4,5,22,35,1,186
5,7,40,54,1,186
6,9,43,29,1,186
7,5,57,41,1,186
8,7,14,18,1,186
9,10,25,55,1,186
10,8,21,50,1,186
11,5,14,17,1,186
12,5,17,9,1,186
1,3,25,17,1,187
2,3,60,3,1,187
3,4,42,43,1,187
4,5,22,7,1,187
5,7,57,3,1,187
6,9,29,42,1,187
7,5,40,6,1,187
8,2,44,41,1,187
9,5,20,41,1,187
1,3,58,15,1,188
2,3,40,37,1,188
3,5,33,34,1,188
4,7,46,31,1,188
5,9,46,2,1,188
6,4,45,7,1,188
7,5,26,29,1,188
8,5,21,36,1,188
1,3,16,28,1,189
2,3,55,21,1,189
3,2,44,7,1,189
4,5,24,32,1,189
5,7,35,19,1,189
6,9,59,18,1,189
7,10,13,17,1,189
8,5,35,35,1,189
9,4,38,52,1,189
10,5,46,20,1,189
1,3,22,15,1,190
2,3,53,8,1,190
3,5,23,6,1,190
4,7,52,22,1,190
5,9,56,23,1,190
6,5,44,45,1,190
7,5,41,23,1,190
1,3,13,26,1,191
2,9,55,54,1,191
3,5,24,9,1,191
4,5,41,52,1,191
5,9,25,0,1,191
6,8,48,25,1,191
7,9,40,34,1,191
1,3,29,53,1,192
2,9,46,60,1,192
3,5,27,22,1,192
4,5,33,25,1,192
5,9,40,17,1,192
6,8,28,32,1,192
7,9,52,12,1,192
1,3,37,38,1,193
2,3,42,24,1,193
3,4,59,45,1,193
4,8,56,11,1,193
5,2,13,60,1,193
6,5,54,20,1,193
7,7,17,49,1,193
8,9,47,2,1,193
9,5,41,14,1,193
10,10,59,34,1,193
11,2,22,55,1,193
12,8,25,53,1,193
13,5,59,42,1,193
1,3,44,47,1,194
2,3,27,57,1,194
3,4,45,45,1,194
4,8,56,39,1,194
5,2,22,44,1,194
6,5,35,29,1,194
7,7,31,56,1,194
8,8,35,1,1,194
9,9,25,50,1,194
10,1,13,58,1,194
11,10,52,34,1,194
12,2,38,52,1,194
13,5,57,40,1,194
14,9,57,49,1,194
15,4,57,29,1,194
16,10,54,28,1,194
1,3,48,17,1,195
2,3,13,43,1,195
3,4,29,35,1,195
4,8,54,13,1,195
5,2,28,55,1,195
6,5,32,2,1,195
7,7,20,52,1,195
8,9,25,55,1,195
9,1,13,12,1,195
10,5,22,3,1,195
11,5,38,35,1,195
12,4,21,8,1,195
1,3,44,13,1,196
2,3,33,35,1,196
3,4,33,2,1,196
4,8,51,15,1,196
5,2,32,48,1,196
6,5,48,16,1,196
7,7,55,16,1,196
8,8,31,1,1,196
9,9,35,60,1,196
10,7,53,31,1,196
11,10,26,34,1,196
12,2,44,4,1,196
13,5,31,39,1,196
1,3,29,33,1,197
2,3,25,2,1,197
3,5,37,9,1,197
4,7,17,18,1,197
5,9,32,9,1,197
6,10,37,35,1,197
7,5,16,13,1,197
8,5,45,42,1,197
1,3,33,42,1,198
2,3,42,48,1,198
3,5,15,34,1,198
4,7,33,51,1,198
5,9,15,18,1,198
6,1,54,52,1,198
7,7,19,50,1,198
8,4,35,5,1,198
9,5,22,59,1,198
10,5,57,41,1,198
1,3,28,20,1,199
2,9,55,54,1,199
3,5,21,43,1,199
4,9,54,55,1,199
5,1,43,48,1,199
1,3,54,7,1,200
2,3,17,59,1,200
3,2,28,5,1,200
4,5,42,19,1,200
5,7,55,32,1,200
6,9,49,26,1,200
7,5,25,45,1,200
8,8,43,59,1,200
9,5,57,15,1,200
10,5,39,47,1,200
1,3,31,45,1,201
2,3,29,34,1,201
3,4,46,11,1,201
4,8,24,11,1,201
5,2,41,49,1,201
6,5,51,5,1,201
7,7,37,32,1,201
8,8,43,48,1,201
9,9,19,5,1,201
10,10,41,26,1,201
11,2,36,11,1,201
12,5,35,48,1,201
13,9,25,26,1,201
14,5,14,9,1,201
15,10,56,47,1,201
1,3,19,11,1,202
2,3,55,60,1,202
3,8,28,2,1,202
4,5,50,28,1,202
5,6,26,50,1,202
6,7,35,11,1,202
7,9,48,16,1,202
8,5,33,19,1,202
9,7,13,48,1,202
10,10,52,33,1,202
11,2,44,2,1,202
12,4,39,18,1,202
13,5,26,33,1,202
14,4,17,19,1,202
15,5,20,6,1,202
1,3,53,47,1,203
2,3,55,9,1,203
3,8,21,56,1,203
4,2,44,16,1,203
5,5,36,40,1,203
6,7,30,53,1,203
7,9,59,23,1,203
8,5,27,10,1,203
9,10,20,36,1,203
10,2,24,56,1,203
11,5,59,51,1,203
1,3,42,17,1,204
2,9,48,44,1,204
3,5,21,41,1,204
4,7,14,29,1,204
5,9,50,28,1,204
6,1,42,57,1,204
1,3,32,36,1,205
2,3,60,10,1,205
3,4,44,21,1,205
4,6,58,45,1,205
5,8,19,21,1,205
6,10,50,22,1,205
7,2,38,49,1,205
8,5,54,57,1,205
9,7,56,55,1,205
10,8,13,60,1,205
11,9,23,11,1,205
12,7,27,41,1,205
13,10,25,40,1,205
14,2,38,49,1,205
15,5,34,42,1,205
16,6,38,35,1,205
17,5,35,42,1,205
18,4,54,16,1,205
19,5,56,45,1,205
20,10,54,35,1,205
1,3,16,40,1,206
2,3,41,28,1,206
3,4,43,46,1,206
4,8,16,31,1,206
5,5,57,3,1,206
6,7,15,24,1,206
7,9,51,32,1,206
8,10,43,35,1,206
9,8,54,30,1,206
10,4,20,27,1,206
11,5,50,40,1,206
1,3,50,23,1,207
2,3,54,20,1,207
3,4,54,2,1,207
4,5,30,31,1,207
5,7,17,3,1,207
6,9,54,11,1,207
7,5,48,23,1,207
8,4,16,50,1,207
9,5,50,2,1,207
10,5,14,45,1,207
1,3,15,56,1,208
2,2,15,41,1,208
3,3,44,33,1,208
4,4,20,7,1,208
5,8,45,15,1,208
6,5,41,59,1,208
7,7,18,19,1,208
8,9,20,27,1,208
9,5,28,17,1,208
10,8,32,25,1,208
11,2,52,22,1,208
12,6,15,22,1,208
13,5,27,17,1,208
14,4,45,33,1,208
1,3,19,55,1,209
2,3,56,46,1,209
3,5,50,51,1,209
4,7,24,23,1,209
5,9,21,21,1,209
6,10,20,35,1,209
7,4,34,18,1,209
8,5,28,51,1,209
1,3,57,53,1,210
2,3,15,59,1,210
3,4,39,54,1,210
4,2,32,21,1,210
5,5,14,46,1,210
6,7,50,21,1,210
7,9,43,59,1,210
8,1,59,9,1,210
9,10,14,34,1,210
10,1,35,27,1,210
11,10,41,33,1,210
12,5,54,31,1,210
1,3,26,28,1,211
2,3,17,25,1,211
3,8,29,53,1,211
4,2,51,17,1,211
5,5,39,22,1,211
6,7,34,8,1,211
7,8,15,1,1,211
8,9,17,16,1,211
9,4,46,1,1,211
10,10,42,49,1,211
11,2,52,40,1,211
12,5,30,51,1,211
13,4,59,18,1,211
14,10,57,12,1,211
1,3,47,16,1,212
2,3,53,14,1,212
3,4,46,11,1,212
4,5,16,54,1,212
5,7,21,46,1,212
6,9,58,9,1,212
7,10,60,42,1,212
8,4,32,11,1,212
9,5,18,46,1,212
10,5,53,47,1,212
1,3,15,43,1,213
2,3,52,32,1,213
3,4,21,50,1,213
4,5,23,51,1,213
5,7,36,21,1,213
6,9,32,56,1,213
7,5,43,22,1,213
8,5,27,46,1,213
1,3,48,5,1,214
2,3,31,13,1,214
3,2,41,24,1,214
4,5,41,43,1,214
5,7,24,53,1,214
6,9,17,26,1,214
7,1,26,51,1,214
8,4,46,15,1,214
9,5,35,12,1,214
1,3,51,37,1,215
2,9,33,25,1,215
3,4,47,25,1,215
4,2,47,49,1,215
5,5,49,18,1,215
6,7,55,24,1,215
7,9,37,36,1,215
8,5,60,10,1,215
1,3,39,51,1,216
2,2,24,42,1,216
3,3,45,9,1,216
4,4,24,15,1,216
5,5,57,14,1,216
6,7,51,3,1,216
7,9,27,46,1,216
8,5,60,38,1,216
9,5,52,31,1,216
10,4,44,60,1,216
1,3,56,53,1,217
2,3,28,8,1,217
3,5,51,57,1,217
4,7,55,32,1,217
5,9,23,31,1,217
6,5,18,21,1,217
7,5,50,46,1,217
1,3,24,39,1,218
2,3,32,14,1,218
3,8,53,27,1,218
4,10,32,17,1,218
5,2,26,49,1,218
6,5,21,2,1,218
7,7,29,56,1,218
8,9,57,46,1,218
9,10,19,33,1,218
10,2,46,16,1,218
11,9,28,42,1,218
12,5,47,47,1,218
13,1,59,13,1,218
14,4,34,15,1,218
1,3,48,48,1,219
2,3,14,57,1,219
3,5,58,17,1,219
4,7,33,23,1,219
5,9,14,31,1,219
6,4,26,41,1,219
7,5,42,5,1,219
1,3,60,46,1,220
2,3,26,15,1,220
3,5,35,26,1,220
4,7,32,53,1,220
5,9,39,24,1,220
6,1,20,31,1,220
7,5,21,48,1,220
8,5,58,58,1,220
1,4,45,17,1,221
2,3,49,15,1,221
3,9,21,49,1,221
4,10,59,56,1,221
5,3,50,0,1,221
6,5,54,17,1,221
7,9,54,32,1,221
8,7,13,22,1,221
9,1,38,35,1,221
10,9,33,60,1,221
11,10,23,46,1,221
12,1,32,7,1,221
1,3,47,11,1,222
2,3,19,19,1,222
3,4,23,56,1,222
4,6,28,0,1,222
5,8,52,6,1,222
6,10,23,25,1,222
7,2,31,11,1,222
8,5,26,20,1,222
9,7,44,42,1,222
10,9,21,37,1,222
11,5,15,43,1,222
12,7,39,59,1,222
13,10,35,18,1,222
14,5,41,42,1,222
15,4,22,33,1,222
16,5,45,34,1,222
17,8,37,56,1,222
1,3,56,14,1,223
2,3,50,7,1,223
3,4,35,52,1,223
4,8,38,35,1,223
5,5,32,31,1,223
6,7,50,3,1,223
7,9,56,38,1,223
8,2,43,18,1,223
9,5,15,21,1,223
1,3,49,9,1,224
2,3,54,0,1,224
3,4,16,48,1,224
4,8,22,48,1,224
5,5,48,38,1,224
6,7,56,40,1,224
7,9,41,58,1,224
8,5,23,46,1,224
9,10,24,51,1,224
10,2,36,8,1,224
11,5,36,48,1,224
12,10,23,13,1,224
1,3,20,32,1,225
2,3,60,15,1,225
3,9,36,24,1,225
4,2,37,2,1,225
5,5,13,43,1,225
6,7,23,36,1,225
7,9,36,14,1,225
8,5,41,4,1,225
9,10,30,32,1,225
10,8,32,34,1,225
11,1,38,36,1,225
12,5,43,15,1,225
13,5,55,50,1,225
1,3,32,26,1,226
2,9,19,22,1,226
3,5,59,15,1,226
4,2,49,15,1,226
5,5,22,53,1,226
6,9,50,18,1,226
7,8,45,48,1,226
8,9,16,43,1,226
1,3,14,34,1,227
2,3,38,27,1,227
